0,108,75,0.051,down
0,108,75,0.515,drag
0,108,75,0.516,drag
0,108,75,0.515,drag
0,108,75,0.514,drag
0,108,75,0.511,drag
0,108,76,0.510,drag
0,110,77,0.511,drag
0,112,81,0.516,drag
0,112,81,0.519,drag
0,114,83,0.522,up
0,115,85,0.524,down
0,116,86,0.526,drag
0,117,87,0.526,drag
0,118,88,0.526,drag
0,120,89,0.527,drag
0,122,90,0.533,drag
0,123,90,0.537,drag
0,124,90,0.539,drag
0,125,91,0.539,up
0,127,91,0.539,down
0,128,91,0.541,drag
0,129,91,0.541,drag
0,131,91,0.541,drag
0,135,90,0.543,drag
0,136,90,0.544,drag
0,139,89,0.545,up
0,141,89,0.547,down
0,144,89,0.547,drag
0,145,88,0.547,drag
0,148,86,0.547,drag
0,149,85,0.547,drag
0,151,85,0.546,drag
0,152,84,0.546,drag
0,155,81,0.546,drag
0,156,80,0.546,drag
0,157,78,0.546,drag
0,158,76,0.546,drag
0,159,74,0.546,drag
0,160,72,0.548,drag
0,160,69,0.550,drag
0,160,65,0.550,drag
0,160,57,0.554,drag
0,160,55,0.554,up
0,160,53,0.556,down
0,160,49,0.559,drag
0,159,48,0.562,drag
0,158,45,0.562,drag
0,157,44,0.564,drag
0,154,41,0.566,drag
0,153,39,0.566,drag
0,152,38,0.567,drag
0,150,37,0.567,drag
0,148,36,0.567,drag
0,146,35,0.567,drag
0,144,35,0.570,drag
0,141,34,0.570,drag
0,140,34,0.573,drag
0,137,33,0.573,drag
0,135,33,0.577,drag
0,133,33,0.580,drag
0,128,34,0.597,drag
0,127,34,0.601,drag
0,124,35,0.601,drag
0,123,36,0.603,drag
0,120,37,0.604,drag
0,119,37,0.604,drag
0,117,38,0.604,up
0,116,40,0.603,down
0,114,41,0.603,drag
0,112,42,0.603,drag
0,112,44,0.602,drag
0,110,46,0.601,drag
0,108,49,0.600,drag
0,107,53,0.600,drag
0,105,57,0.601,drag
0,104,62,0.603,drag
0,104,65,0.608,drag
0,103,69,0.613,up
0,103,70,0.618,down
0,104,73,0.621,drag
0,106,73,0.618,drag
0,109,74,0.612,drag
0,115,74,0.604,drag
0,121,73,0.584,drag
0,128,69,0.555,drag
0,133,66,0.495,drag
0,137,63,0.346,drag
0,137,63,0.000,drag
0,655,37,0.276,drag
0,655,36,0.581,drag
0,656,36,0.580,up
0,656,36,0.579,down
0,656,36,0.578,drag
0,656,37,0.578,drag
0,657,38,0.582,drag
0,658,39,0.583,drag
0,659,40,0.586,drag
0,660,41,0.587,drag
0,660,41,0.589,drag
0,660,42,0.591,drag
0,661,43,0.593,drag
0,662,44,0.593,drag
0,664,45,0.595,drag
0,664,46,0.598,drag
0,665,46,0.598,drag
0,665,47,0.598,drag
0,666,47,0.599,drag
0,666,47,0.598,drag
0,666,47,0.595,drag
0,666,46,0.590,drag
0,668,45,0.593,drag
0,668,43,0.602,drag
